idID	Text	Label
12282	@USER @USER @USER We need gun control laws to be safer and changed in Florida. This is why I am voting for the Democrats to help make our environment and health care better for us all! Please get out and vote!	NOT
55485	"@USER I just said that very same thing. That Christians"" create a life/death for Dr. Ford or Stormy Daniels who tell their stories, but I don't see (not counting Antifa) that happening from us to them. It's so weird.  Not very Christ-like of them, at the least of it, and so vile, etc"""	NOT
27437	@USER @USER @USER You have of notice that he is not too much appreciated anymore here at the moment ! Good evening  ! 😘 I'sorry for my English wrote.	NOT
17082	@USER @USER @USER @USER @USER Conservatives never believe women. It’s amazing. You assume lying every single time.  Remembering the exact date of a high-school drinking party is a rather silly thing to expect. Quick - what was the exact date of the one you got drunkest at? And name everyone there?	OFF
42309	"This Day in Liberal Judicial Activism—September 17""  URL #TCOT #MAGA #RedNationRising"""	NOT
32684	@USER Yes!!! Love it! You are gold! 🙏🏻❤️🙏🏻	NOT
11546	@USER It’s for pornhub...	OFF
58154	@USER I hate politics! You #CNN are despicable. Liberals are treating Judge Kavanaugh  like he’s some sort of serial rapist that they’ve captured at last. #RedWave #voteyes #innocent until proven guilty.	OFF
48410	@USER Fukushima-Daiichi wasn't a hurricane. You are comparing apples &amp; orangutans.	NOT
89485	@USER @USER @USER What I don’t understand is the fact that he’s lied about almost everything to do with Russians and collusion and still he is president.	NOT
83374	@USER And I suggest using a Grand Jury to remove Holder and ALL the other vermin associated with the Obozo administration including Obozo himself!  Mr. Sessions...DO YOUR JOB!	NOT
28717	@USER URL  Go back to Alpha.  Sara will report more today.  Omega is coming.  Truth.  Trust the Plan.  MAGA ... WE are the PLAN = Truth.	NOT
97781	@USER @USER Glad to follow Don. Great that he is Trump supporter.	NOT
68303	@USER @USER @USER @USER @USER if you are in a state with medical pot go get him some brownies or a tincture it will help.	NOT
20086	@USER Thank you Mr President Trump. ✌🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#MAGA	NOT
90734	@USER @USER @USER @USER @USER @USER @USER @USER @USER I'd rather not make JRM PM... 😁	NOT
91029	Another win for the common man! #MoreAlligatorGreedAnnulled #MAGA  A federal court has handed a victory to students suing Education Secretary Betsy DeVos over her efforts to dismantle protections against fraud by for-profit colleges. URL	NOT
79224	@USER I think she really knows now but she is in denial!!	OFF
23916	@USER @USER The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. #libtards #walkaway #maga	OFF
68350	@USER You can't lump small l Liberal conservatives in with the far right nutbags.......	NOT
89745	"@USER @USER It goes both ways. If I don't agree with you, you're just bitching."" About the red X. URL"	NOT
18931	@USER @USER It’s unwatchable. I am careful surfing around @USER to make sure I NEVER stop even by accident on that bloody awful channel!	OFF
69928	Now she scarred herself for life lol #MAGA URL	OFF
84359	"2/5 Basic argument: Canada passed gun laws, but ALL gun crime did not stop. Therefore.... gun regulation is ineffective. Only source for grand claim that gun control is an expensive failure and does not have a measurable effect on crime"" is article by gun advocate Gary Mauser."""	OFF
50046	@USER Doesn't any remember John McEnroe?  What's wrong with people today?	NOT
48712	@USER It’s a shame you are so damned unattractive...	OFF
74851	@USER OMG😳!!!!! He is????????	NOT
30781	@USER @USER So Kerry thinx bcuz an anti @USER leftist narrative has bin spread+ 'heard' by everyone in Washington that it qualifies it as.......Fact?Thats not how facts work u dumb leftist!Thats called an intentional smear spread to create a lie to use as a talking point for desperate Dems	NOT
78174	@USER @USER You are such a fraud &amp; doing the fight against anti-Semitism an extreme disservice.	OFF
37087	@USER @USER @USER Liberals have made it an art form. #TroughTime🐷 ♠️	NOT
31334	@USER @USER @USER I don't even understand what you are saying. Wow.	NOT
93982	@USER @USER CALLING ALL CONSERVATIVES GET OUT AND VOTE FOR CRUZ!!!!MAGA!!🇺🇸🇺🇸	NOT
39007	"@USER She is"" watches her move around so little to"""	NOT
15817	@USER Delusional idiot and the traitor!	OFF
93446	1. This is a local Fox station not the national Fox News broadcast. 2. If you’d follow anyone outside your liberal bubble you would know the vast majority of conservatives are outraged by this too. URL	OFF
74840	@USER Fuck em all. Complete morons	OFF
90303	@USER Gun control nuts are not allowed to be protected by the very thing  they supposedly despise. She can use a knife. #DisarmHarrisNow	OFF
42734	#Yemen tries gun control URL #theeconomist	NOT
92532	@USER Give me 1m and in 5 years we will hang out if she is not married.	NOT
29688	@USER that entire article is a piece of trash. that precinct is full of dumbfuck pigs.	OFF
86872	@USER @USER someone should lock her up she is nothing but a bitter and twisted old cow	NOT
41459	@USER @USER They didn't actually they engaged in an extortion racket via austerity and borrowed like no other	NOT
36053	@USER Ahhh I see I picked up Antonio since he is already on the team 🤷🏻‍♂️	NOT
10744	@USER @USER @USER I'd point out he is an Australian and we don't have free speech like in the US. And we do have hate speech laws which people have been convicted under. This is skirts it enough to hint and point out but room to deny.	OFF
51798	@USER She is so beautiful! 😍😍😍	NOT
14263	@USER @USER Guess who is really perpetuating all this garbage??  LIBERALS	OFF
99247	"@USER Don't forget Antifa""...and ""ACORN""...And that terrorist that Obama ""palled (??) around with!  Hahahahahha...do you listen to your own malarkey?"""	OFF
60929	@USER LOOK UP #Kavanaugh  STOP THIS SHIT!. #MAGA URL	OFF
53020	@USER @USER this is all just another fraud put out by the democrats.this woman is lying to help her party.Nothing but a liberal nutjob who would say anything to try and keep the conservatives from having the majority on the SCOTUS.	OFF
47001	@USER she is hungery	OFF
39412	@USER @USER Please Declassify Information so American people will know the TRUTH! For Transparency!! #BlueRipple #KatesWall  #OBAMASPYGATE #NoAmnesty #NoDACA #MAGA	NOT
20841	@USER @USER @USER She is a role model Adam you are not!	NOT
81332	@USER I think the FBI should do the original interview.  They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left. Put her under oath and attempt to get the truth. She will be protected by liberals in congress	NOT
12935	@USER @USER  BRUH THIS??? LMAOOO	OFF
90174	"@USER The comments that we should pity her because she is obviously not mentally well piss me off to no extent. If a POC did this they would not be concerned"" about their mental well being."""	NOT
83966	@USER 100% he is the Messi of goalkeeping GOAT	OFF
87686	Who does your hair? Only asking as my pussy is getting bald and I am thinking of trying some new comb-over to hide the worst of it.  #oldageproblems #MAGA URL	OFF
29510	@USER Look in the mirror lefties!  No bigger bullies than antifa and progressive leftist trying to “get in the faces” of the right	OFF
25007	@USER @USER @USER Says the fat Antifa member	OFF
69703	@USER @USER OH FUCK-	OFF
97189	6. She's a fucking icon. a legend. a genius. THAT BITCH.   SHE IS QUEEN.  👑👑👑👑 @USER #NickiDaGOAT URL	OFF
92498	@USER I'm that nigger no lie	NOT
30876	@USER @USER @USER @USER Numerous Jewish groups have come out and denounced the misuse of AS as a tool to smear and bludgeon Corbyn. You are welcome to Google this. Not all Jews agree with you.	NOT
95224	@USER @USER 100%. The death threats thing is disgusting. The party of “family values” says ANTIFA are so dangerous or any resistance group. Has Kavanaugh and family had death threats? Inquiring minds want to know.	OFF
20648	@USER @USER It's clear that Trump is President and hillary still can't accept that. Too bad 'ause he's there for 6 more years. #MAGA	OFF
31898	9/11 and the War on Terror: Israel's History of False Flag Operations against the U.S.A.     #FalseFlags and #Propaganda are the Zionists weapon of choice. Highly effective @ getting public to back their agenda’s. #Palestine #NWO #ChosenPeople  URL	NOT
42055	@USER I see you support gun control 😀	OFF
55709	@USER @USER That’s funny I don’t care who you are	NOT
75196	@USER Boy Hollywood sure does like to look like fools all the time.  Wait until they find out it's a big hoax manufactured by liberals.  Think they will apologize to Kavanaugh?  No way.	OFF
92695	@USER you are beautiful 😊 URL	NOT
53804	@USER @USER  Chicago~~ Nearly 100 years of crooked Democrat leadership &amp; some of the strictest gun control in the nation and Dopey Durbin attempts to lay the blame at the feet of Republicans🤔🤔 MAKE NO MISTAKE DEMOCRATS #YouBuiltThis #ChicagoDeathToll	OFF
46346	@USER @USER is this reputation’s next single ?? 🤔🤔👀	NOT
29049	@USER 😂that zombie walk was a little scary. Remember when that zombie said he was going to eat Shon’s butt💀	OFF
34378	",...Criminal Complicity in ALL OF THIS MESS! --- Last night, Mr. Gregg Jarrett appeared on Hannity""!,...He is Always Incredible, and He made Another Great point when He reminded All Of US that ""Starting an illegitimate Investigation is a Crime""! ---  TRUTH IS COMING OUT MUELLER!"""	OFF
53827	@USER The liberals are the ones arguing to take away our rights	NOT
73141	@USER @USER What is Dier? Imagine being Durham and coming out with that....What even is this shite it’s just irrelevant pish....what level of stupid have you got to be to listen to this painful waste of airtime	NOT
55030	1 Week watch Nike Stock Plummet.. the Liberals can't keep Nike afloat.. #BoycottNike   Macy's still hasn't rebounded ! URL	NOT
57742	@USER @USER There is an MP from New Brunswick that may want some encouragement. URL	NOT
78539	@USER @USER Worst takes ever.....a blatantly racist cartoon and your attempt at a defense.	OFF
63967	@USER Ask your friends over at @USER	NOT
55536	@USER @USER You are not in touch with really.	NOT
44067	"@USER After watching the entire match and controversy Serena is lucky she didn't get a match misconduct. She is so upset that the ref. Would give her a warning for her coach coaching"" which he even admitted to. The ref did nothing wrong he enforced the rule and Serena did it like it."""	OFF
13665	@USER I don't think he needs a qualification.  But good  on you. I am impressed.  You are an inspiration to you younger peers.	NOT
65476	@USER @USER Then you are going to be super man after the hard time you are about to do.	NOT
62822	@USER End of Mos2. SM out in space hears a voice in his head asking if he’s kryptonian.Turns around and it’s MM. MM explains his situation &amp; asks for refuge on earth. SM puts out his hand &amp; introduces himself. Has their shaking hand he says welcome to earth. Cut to black.	OFF
64166	@USER @USER Murda fucker	OFF
45414	@USER No one is mistreating her but you are all mistreating Kavanaugh. This man may be innocent but you liberals are jumping on this just because you hate Trump. So you all do the right thing and after 36 years it's her word against his so there is no contest.	OFF
81657	@USER How about just F*!k her @USER she is an instigating big mouth bitc* &amp; so is her evil friend. @USER MY OPINION!!! #teamtani	OFF
69019	@USER This stinks like week old fish she is a best a liar	NOT
84623	@USER should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl.  She could hardly deal with a little harassment from Antifa. #NothingLower	OFF
32827	@USER @USER She should be treated like the man that she is.	NOT
41561	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all patriots. PLEASE follow back. Thank you. #MAGA #KAG #WalkAway #Witchhunt #RedWaveRising #VoteRed #VoteDemsOut #VoteRedToSaveAmerica	NOT
81013	@USER You are going to become of KOD just like the famous @USER	NOT
15807	@USER @USER Have not spent one dime on NFL. NO TICKETS. NO MERCHANDISE. NO TV TIME. My Football Day is Saturday. College Gameday is incredible	NOT
74528	@USER @USER Then we'll be talking about gun control! 😉	NOT
67235	@USER @USER California is a state. In the USA. How stupid do you have to be to think there is gun control?	NOT
42992	@USER What’s the difference between #Kavanaugh and @USER   One of these men admitted to groping a 15 year old girl years ago.  The other is going to be #confirmed to the SCJ   #DemsareFrauds #DemsAreDone   #WalkAwayDemocrats2018 #redwave #VoteRedSaveAmerica #trumptrain #MAGA URL	NOT
15568	🇺🇸  FOR SALE  -  BUY #American #Flag #USA   ▶  Shopping-Sale .org  ◀   #USA_Flag_4U #Shop_8_9 #MAGA #AmericaFirst @USER #Trump #POL_8_27_QX URL	OFF
84562	@USER Was Al Gore nominated for Supreme Court judge? You conservatives have some nerve.	OFF
83214	@USER Or buy a gun &amp; open carry to exert coercive control over an entire town. The open carry demonstrator who eventually stalked me absolutely had this dynamic. I wrote about it for @USER URL	NOT
63417	@USER Will antifa fill the streets when kavanaugh is confirmed	NOT
41575	@USER @USER Debate moving on to the streets is a side effect of media/MPs failing to address questions they need to answer &amp; the violence frequently stems from the thuggish #antifa mobs who oppose these issues being aired. What are your answers to questions here? URL	NOT
46757	@USER Keep up the good work while the liberals waste time crying and pointing the country moves closer to greatness again! MAGA	OFF
61917	@USER @USER I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.	NOT
26656	@USER @USER @USER @USER @USER Lol!  Don’t hold your breath while you are waiting - because it’s going to be about 6 more years of President Trump. URL	NOT
24349	@USER Hey @USER you ever find those guns?🤔	NOT
82146	@USER Suck my dick	OFF
57625	@USER If Jamie Oliver fucks with my £3 meal deals at Tesco I’ll kill the cunt	OFF
26606	@USER God + MAGA = Block.  Buhbye.	NOT
98957	.@USER nails it - this is why conservatives must turnout this Nov and stop Democrats from winning the midterms 👇👇👇 URL	NOT
81763	"@USER @USER @USER I want to make clear I don't think gun control"" is the answer people are looking for as far as gun violence is concerned. I do find that people should focus on mental health and bullying in schools if they want to address the root of the problem."""	NOT
89589	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I just blocked 3 asses.	OFF
15636	.@USER just read that flaming pile of garbage you wrote and the National Review calls an article. Why are liberals losing their minds when the President is being investigated for collusion with a foreign government?! Why is he nominating ANYONE for a Supreme Court appt?	OFF
44205	@USER He passes the ball to Keita instead should have actually shot and we would not be having any discussion. If anything he is quite selfless	NOT
85763	@USER @USER Sounds to like the FISA court may have a problem too!. 🇺🇸#MAGA🇺🇸 🇺🇸#KAG🇺🇸 🇺🇸#BUILD the WALL🇺🇸	NOT
70537	@USER @USER What type of common sense gun control ideas would you propose?	NOT
80093	"@USER Biden successfully plagiarized to get ahead in his political career. He is the poster boy of the Dregs of society"". VOTE dems out in November."""	NOT
96317	@USER @USER @USER @USER @USER Ewww no one wants that kind of imagery in their head🤢🤢🤢	NOT
83241	@USER Oh shit this will trigger some bigots	OFF
94383	@USER @USER @USER @USER @USER @USER @USER @USER How blindly ignorant you are. Shameful people with the deep thinking you lack can vote	OFF
63138	@USER That she is holding a benz car key 🔑	NOT
73902	.@USER Conference is fast approaching and we will soon be heading to Birmingham.  Check out our programme of events below 👇🌈💙  URL URL	NOT
20608	@USER Fuck my Rick (?	OFF
86737	@USER The FBi has made it so that @USER cannot buy a cell phone nor his calling cell to now calls after 5 pm and weekend now but he can use his office phone 619-513-5555 he like to say he is someone else and hate me for call to FBI worked and back and know safe&amp;llook	NOT
38532	"@USER @USER If she is so passionate, why doesn't she donate ALL her money to helping women who cannot afford. Instead of a fancy apartment, get one for a few hundred, get a roommate and show everyone, Yes YOU can."""""	NOT
67343	@USER @USER You are a bright star for Texas.	NOT
88584	"... the liberal's ... tendency to deal with opponents by epithet rather than argument, and ... worst of all ... the liberals have left themselves open to the cruel joke that says they love humanity but hate people."" -- Richard Cornuelle, Reclaiming the American Dream (1965), 9."""	NOT
40836	"@USER Everyone in Washington gets one vote like everybody else. 63 million Americans disagree with John Kerry. His comments reflect the disrespect he and his cronies have for Americans. To them we Deplorables"" aren't qualified to elect a President!"""	NOT
54944	*overheard convo*  dad: he’s talking about Gov. Brown. I’d like to shoot him. He’s a terrible man   small child: but why? That’d make you a criminal!  dad: it’d be worth. all liberals need to die   small child: wow that’s sad   It’s naive to think these beliefs are dying off	NOT
11886	@USER @USER Maybe consider this instead Theresa May isn’t real name. She’s Annette Johnson a Mediterranean and the conservatives are now a terrorist org. Sod chequers 🙉😇⭐️🌈⭐️ URL	OFF
62702	@USER @USER @USER @USER @USER That was in the mid-80s for God’s sake. I suppose next you’ll be blaming Gordon Brown’s gross errors on Churchill’s taking us back onto the Gold Standadd.	NOT
87838	@USER And there I was thinking I couldn't like you any more than I already did... Brilliant. 😀❤️💉❤️😀	NOT
32577	@USER I just binged watch Seasons 1-3 in 2 days! I need more 😳 If you have not seen this show you are missing out. It’s fantastic!! @USER #CowboyWayAL #FaithCattleCo #GodFirst #LoveurFamily #Bubba #Cody #Booger 💙💙💙	NOT
84163	@USER Conservatives are unable to think critically and / or for themselves.  That's what makes them Conservatives.  It's a 20th century thing.	NOT
10592	@USER @USER @USER Are you pro-choice? Are you pro - ACA? Are you for reasonable gun control? Where can we find  your stand on issues?	NOT
58171	@USER No time for political correctness. It is a Lie. Everyone knows this. Behind the scenes the liberals are laughing. Take the vote.	NOT
75579	@USER Super sexy❤😍👌	NOT
96542	@USER @USER @USER I don't like him bc he is an anti-Semitic and a Muslim and a racist. Any other questions?	OFF
68714	#politicslive #Conservatives told us selling Council  House Deregulating Rental Housing Market solutions would lead to more housing cheaper rents more home ownership Now look at the homeless figures Sky High Rents Lack of Tennant Rights Profits #Tories selling Public Land #Labour	NOT
12263	@USER @USER As per my friends that were correctional officers in Corcoran State Prison..Yes he is.	NOT
12506	@USER It bothers me because I feel whoever still supports him is just as racist as he is.  I'm half black and my daughters and daughter are black so I don't get how my family doesn't see anything wrong with supporting him.	OFF
36167	@USER Eye just want rice Lmfaoooooooo	NOT
74118	@USER @USER @USER Jehovah and Yahweh is most immoral! Seriously he is one big lying contradiction!	OFF
38269	@USER Go back to N. Vietnam.	NOT
63892	@USER @USER But he is a dildo!	OFF
39837	@USER have you ever served this country other than be elected? Because that is not the same!  Have you ever put your life on the line for others?!  I am one of the Dregs Of Society! #DregsOfSociety 🇺🇸#MAGA	NOT
39623	But but #Beeto has the Drunk Drivers Who Leave The Scene Of An Accident vote all sewed up! #MAGA @USER #TxSen URL	OFF
15488	@USER You should seriously consider that maybe YOU are the one who is always wrong &amp; these people are correct... because you are wrong in your supposition here for most of them 😏	NOT
10444	@USER was she physically threatening the boys or us? was she completely slandering their name? no she wasnt. im honestly not for her saying that shit ya of course. like ya she said it and fucked up. but at least she owned up to it and apologized. but death threats is way out of line.	OFF
86742	@USER Again another b******* story no one is watching football because of this a******	OFF
39573	@USER Aww she is so beautiful as always	NOT
44514	@USER A hypocritical stance.	OFF
28563	... and it shouldn't matter if they are Democrats or Conservatives.   They all do their jobs. They don't care what person Dem/Con they have to rescue and help.  You shouldn't divide the people ... you should bring them together in such times. URL	NOT
77863	@USER Poor Germans...they have  refugee violence and antifa violence..it must be nice to live in Germanistan.	OFF
36993	@USER 2 Cor 5:17 “Therefore if anyone is in Christ [Consciousness] he is a new creation. Old things have passed away and look! New things have come.”	NOT
93035	@USER Believe the woman.  What person would volunteer for the shit show she is about to experience if it weren’t true.  I stand in solidarity with Christine Blasey Ford.	OFF
23544	@USER @USER @USER I’ll accept your framing if you accept that it’s perfectly legit for me to say Vox contributes meaningfully to Antifa violence and the internment of Uighur Muslims in China. Call it a deal	NOT
51390	@USER @USER Are conservatives starting to sound like my relatives on Facebook or is it the other way around??	NOT
32451	@USER Fuck yeah!	OFF
15328	@USER @USER Where is integrity in any of these Trump hating agencies. Justice only works for liberals.	NOT
48750	@USER Steven Wilson is coming back to NY in December! I can’t wait! He is one favorite (live) performers! Hope all is well.	NOT
83372	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Aum Rand really ? There are few people hat I ostensivly dislike she is definitely up there.. she actively encourages vice. Also science is kinda the product of skepticism so that makes no sense.	NOT
22000	#Warriors coach fundraising for gun control Brady PAC URL	NOT
41362	@USER I like to see them try. Antifa is listed as domestic terrorism. They should be glad they don't live in the Czech republic.	NOT
70580	So summer camp is relatable to detention centers? Liberals will paint any picture to get a non-existent point across. #maga URL	NOT
33095	@USER Awful	OFF
68280	@USER Every politician should surrender their passports to show their faith in @USER  @USER @USER @USER @USER	NOT
